  19.689   18.484   17.142
  19.692   19.752   16.322
  18.667   20.279   16.009
  20.921   20.271   15.842
  21.746   19.708   16.098
  21.342   21.673   15.486
  21.274   21.720   13.920
  22.771   21.869   16.046
  20.508   22.883   15.994
  20.366   23.174   17.734
  19.372   24.251   17.694
  21.673   23.540   18.170
  19.933   21.888   18.228
  22.073   21.194   13.457
  21.443   22.733   13.647
  20.336   21.544   13.345
  22.809   21.729   17.121
  23.127   22.856   15.895
  23.541   21.210   15.583
  19.489   22.840   15.603
  20.817   23.861   15.536
  20.633   18.419   17.637
  19.273   17.259   16.329
  17.800   17.372   15.845
  17.481   17.281   14.649
  16.945   17.321   16.872
  15.559   17.447   16.678
  15.248   18.916   16.241
  13.846   19.337   16.457
  13.363   19.706   17.795
  13.656   21.167   18.108
  14.874   20.999   18.844
  15.553   22.225   19.290
  16.933   21.747   19.769
  16.982   20.910   21.029
  16.780   21.440   22.336
  18.010   22.170   22.791
  19.226   21.398   22.578
  15.049   16.665   16.096
  15.051   17.253   17.653
  15.979   19.588   16.718
  15.446   18.990   15.132
  12.346   19.422   17.925
  13.843   19.055   18.560
  13.805   21.793   17.211
  12.882   21.662   18.729
  15.641   22.938   18.442
  15.046   22.700   20.139
  17.388   21.159   19.046
  17.504   22.722   19.952
  15.890   22.186   22.360
  16.507   20.641   23.051
  17.924   22.420   23.883
  18.138   23.100   22.163
  19.326   20.349   23.395
  18.578   20.134   24.305
  20.443   19.404   22.973
  19.821   17.453   15.410
  20.441   19.471   21.854
  19.760   15.866   16.950
  18.744   15.374   18.041
  18.011   14.362   18.011
  18.880   16.164   19.150
  17.909   16.070   20.202
  18.143   17.033   21.392
  17.147   16.740   22.463
  17.312   15.573   23.267
  18.314   15.993   24.396
  18.527   14.825   25.180
  19.539   14.941   26.114
  19.109   15.831   27.341
  19.550   17.181   27.185
  20.904   17.480   27.738
  21.328   18.840   27.091
  21.530   18.849   25.686
  16.882   16.263   19.746
  17.966   15.062   20.646
  19.114   16.752   21.794
  18.076   18.114   21.136
  16.324   15.211   23.640
  17.775   14.816   22.646
  19.235   16.410   23.998
  17.884   16.747   25.045
  19.783   13.942   26.408
  20.478   15.426   25.671
  17.976   15.797   27.490
  19.587   15.462   28.270
  20.861   17.516   28.808
  21.614   16.663   27.418
  22.160   19.233   27.645
  20.493   19.527   27.247
  21.853   19.978   25.058
  21.917   21.013   25.650
  21.873   19.855   23.526
  19.548   15.122   16.201
  22.054   20.870   23.056
  21.310   15.875   17.433
  22.214   16.487   16.362
  22.968   17.419   16.616
  22.093   15.799   15.211
  22.625   16.417   13.951
  24.147   16.101   13.760
  25.031   17.052   14.457
  25.118   18.393   13.958
  25.960   19.367   14.734
  25.746   19.123   16.150
  26.497   19.940   17.008
  26.307   19.548   18.536
  25.215   20.151   19.065
  24.013   19.453   18.794
  22.843   20.234   19.471
  23.060   20.130   20.963
  22.079   15.974   13.149
  22.454   17.417   13.766
  24.474   15.113   14.206
  24.431   16.084   12.685
  25.454   18.355   12.926
  24.087   18.854   14.036
  26.987   19.113   14.487
  25.711   20.411   14.397
  27.511   19.844   16.718
  26.191   20.954   16.914
  26.125   18.461   18.637
  27.217   20.000   19.046
  23.686   19.437   17.723
  23.951   18.350   19.043
  21.831   19.857   19.222
  22.827   21.261   19.208
  22.991   18.857   21.567
  22.601   17.899   21.056
  23.179   19.058   23.032
  21.425   16.620   18.253
  23.285   18.091   23.565
  21.818   14.483   17.909
  20.975   13.775   18.948
  20.387   12.682   18.856
  21.158   14.423   20.133
  20.666   13.932   21.352
  21.690   12.940   21.935
  22.943   13.615   22.112
  23.027   14.736   23.049
  22.920   14.222   24.553
  23.807   13.095   24.860
  25.159   13.550   25.070
  25.454   14.039   26.556
  25.221   15.451   26.664
  26.313   16.243   26.197
  25.874   17.711   26.323
  25.271   18.152   25.037
  20.503   14.731   22.030
  19.685   13.502   21.159
  21.369   12.617   22.961
  21.714   12.065   21.330
  24.037   15.124   22.881
  22.262   15.518   22.982
  23.211   15.063   25.215
  21.884   13.898   24.817
  25.797   12.692   24.848
  25.461   14.330   24.340
  24.832   13.581   27.294
  26.471   13.751   26.907
  27.198   15.994   26.718
  26.486   16.091   25.113
  26.811   18.284   26.513
  25.301   17.801   27.216
  24.976   19.491   24.866
  25.154   20.486   25.598
  24.475   19.809   23.422
  21.847   13.894   16.984
  24.409   20.871   23.330
  23.304   14.664   18.449
  24.078   13.420   18.931
  23.656   12.281   18.977
  25.410   13.796   19.060
  26.216   13.042   19.958
  27.682   13.524   19.941
  27.816   14.957   20.053
  27.457   15.536   21.322
  28.502   15.190   22.370
  29.918   15.165   21.853
  30.492   16.501   21.546
  31.084   17.096   22.891
  30.101   17.943   23.618
  29.823   19.169   22.959
  29.099   20.063   23.934
  27.725   19.761   23.706
  25.776   13.076   20.999
  26.213   11.959   19.685
  28.220   13.066   20.727
  28.073   13.104   19.005
  27.246   16.579   21.296
  26.519   15.056   21.619
  28.361   15.857   23.206
  28.281   14.174   22.765
  31.334   16.425   20.809
  29.791   17.180   21.039
  31.505   16.372   23.549
  31.942   17.745   22.596
  30.772   19.634   22.754
  29.378   19.134   22.026
