  13.395   28.931    8.966
  14.701   28.098    8.983
  14.625   26.945    8.582
  15.912   28.591    9.413
  15.959   29.559    9.751
  17.186   27.852    9.414
  17.542   27.430    7.971
  17.069   26.608   10.322
  18.290   28.813    9.968
  20.021   28.203   10.067
  20.942   29.478   10.753
  20.141   26.827   11.086
  20.632   27.862    8.499
  17.641   28.326    7.321
  16.775   26.768    7.526
  18.488   26.856    7.944
  16.279   25.912    9.979
  16.832   26.913   11.364
  18.007   26.022   10.321
  18.008   29.140   10.991
  18.321   29.728    9.337
  12.855   29.066    7.482
  13.756   29.952    6.626
  14.496   29.390    5.832
  13.812   31.309    6.778
  13.153   31.737    7.446
  14.800   32.180    6.109
  14.606   32.121    4.579
  16.233   31.721    6.477
  14.587   33.636    6.630
  15.719   34.958    6.032
  17.314   34.679    6.603
  15.698   35.086    4.320
  15.140   36.428    6.699
  13.591   32.472    4.305
  14.738   31.097    4.181
  15.354   32.740    4.053
  16.448   30.686    6.152
  16.388   31.772    7.575
  16.994   32.347    5.974
  14.671   33.636    7.738
  13.562   33.958    6.387
  13.115   28.042    7.122
  11.292   28.971    7.126
  11.271   28.486    5.659
  11.019   27.309    5.444
  11.539   29.347    4.628
  11.743   30.325    4.882
  11.555   28.996    3.200
  10.179   28.434    2.778
  12.660   27.950    2.942
  11.857   30.303    2.398
  11.943   30.213    0.566
  12.282   31.805    0.022
  13.213   29.173    0.066
  10.441   29.713   -0.098
   9.383   29.189    2.947
   9.910   27.518    3.339
  10.178   28.139    1.712
  12.494   27.022    3.523
  13.653   28.361    3.225
  12.685   27.646    1.878
  12.828   30.718    2.734
  11.083   31.062    2.641
  11.020   28.079    7.745
   9.968   29.885    7.319
   9.643   30.985    6.297
   8.984   30.661    5.318
   9.989   32.291    6.499
  10.553   32.496    7.327
   9.598   33.474    5.706
   8.779   33.152    4.431
  10.885   34.185    5.268
   8.756   34.372    6.659
   8.068   35.938    5.998
   9.279   36.910    5.268
   6.814   35.581    4.881
   7.408   36.785    7.337
   7.805   32.685    4.685
   9.352   32.491    3.746
   8.563   34.075    3.856
  11.516   33.493    4.672
  11.450   34.520    6.160
  10.682   35.068    4.634
   9.356   34.626    7.560
   7.885   33.781    7.017
   9.336   29.061    6.898
   9.152   30.000    8.692
   7.671   29.731    8.386
   7.123   28.735    8.837
   6.967   30.649    7.671
   5.602   30.620    7.473
   5.189   31.848    6.668
   3.786   31.848    6.492
   3.446   32.665    5.391
   1.927   32.766    5.280
   1.584   33.452    4.090
   1.171   34.775    4.355
   1.103   35.529    3.025
   0.568   36.831    3.171
   1.510   37.724    3.736
   1.177   39.137    3.273
   2.034   40.036    3.873
   5.317   29.696    6.923
   5.083   30.638    8.456
   5.490   32.764    7.224
   5.736   31.797    5.698
   3.855   33.696    5.510
   3.823   32.204    4.449
   1.499   31.743    5.212
   1.498   33.220    6.206
   0.158   34.768    4.815
   1.897   35.298    5.019
   2.091   35.538    2.511
   0.419   34.973    2.349
   1.436   37.681    4.844
   2.559   37.513    3.421
   0.130   39.379    3.561
   1.275   39.197    2.167
   1.993   41.376    3.666
   1.236   41.854    2.833
   2.888   42.269    4.496
   9.506   29.177    9.352
   9.128   31.352    9.503
   8.150   31.269   10.661
   8.309   30.442   11.550
   7.098   32.125   10.688
   6.116   32.121   11.655
   5.150   33.271   11.395
   4.136   33.250   12.383
   3.708   34.557   12.721
   2.763   35.137   11.668
   2.311   36.396   12.117
   1.477   37.011   11.153
   2.263   38.049   10.358
   1.381   38.720    9.485
   2.105   39.625    8.680
   1.122   40.534    7.953
   1.813   41.414    7.146
   5.567   31.155   11.629
   6.576   32.256   12.658
   5.757   34.208   11.400
   4.689   33.147   10.392
   3.154   34.484   13.681
   4.562   35.242   12.923
   3.316   35.239   10.708
   1.906   34.436   11.551
   0.983   36.288   10.460
   0.654   37.522   11.698
   2.709   38.768   11.084
   3.064   37.522    9.791
   2.769   40.279    9.293
   2.703   39.069    7.924
   0.522   41.097    8.701
   0.440   39.914    7.329
   1.220   42.360    6.375
   0.005   42.515    6.410
   2.085   43.203    5.454
  13.599   30.256    9.700
  12.653   28.343    9.548
  14.359   30.905    9.222
  13.899   30.072   10.754
  12.683   30.798    9.715
  10.448   31.804   10.084
   8.765   32.162    8.834
  10.313   32.748   10.653
  11.150   32.041    9.275
  10.836   31.032   10.783
   1.252   44.284    4.730
   2.817   43.744    6.094
   0.468   43.839    4.084
   1.898   44.942    4.117
   0.749   44.932    5.480
   3.868   43.035    3.596
   3.508   41.608    5.144
   3.335   43.695    2.879
   4.480   42.317    3.009
   4.554   43.651    4.215
  25.121   30.578   29.360
  23.758   30.939   30.002
  23.227   30.078   30.690
  23.139   32.157   29.839
  23.595   32.869   29.255
  21.864   32.560   30.456
  21.993   32.505   31.995
  20.733   31.623   29.980
  21.564   34.029   30.006
  20.046   34.852   30.637
  20.007   36.409   29.916
  18.632   33.995   30.173
  20.122   35.034   32.343
  22.797   33.191   32.340
  22.231   31.487   32.360
  21.042   32.786   32.486
  20.919   30.568   30.256
  20.628   31.678   28.874
  19.767   31.891   30.448
  21.510   34.066   28.897
  22.415   34.679   30.306
  26.187   30.265   30.490
  26.575   31.518   31.272
  26.092   31.650   32.387
  27.359   32.504   30.740
  27.759   32.335   29.804
  27.601   33.810   31.383
  28.347   33.611   32.721
  26.252   34.527   31.634
  28.458   34.675   30.407
  28.875   36.400   30.894
  27.453   37.361   30.956
  29.713   36.452   32.391
  29.905   37.013   29.667
  29.326   33.121   32.547
  27.769   32.989   33.430
  28.512   34.572   33.238
  25.584   33.958   32.308
  25.713   34.688   30.677
  26.404   35.503   32.133
  27.926   34.749   29.433
  29.411   34.159   30.210
  25.514   29.736   31.206
  27.253   29.070   30.356
  27.584   28.701   31.819
  27.067   27.699   32.292
  28.426   29.478   32.570
  28.827   30.308   32.108
  28.805   29.228   33.968
  29.477   27.843   34.094
  27.547   29.293   34.860
  29.817   30.343   34.388
  30.498   30.319   36.092
  31.561   31.663   36.206
  29.246   30.504   37.253
  31.394   28.883   36.379
  30.392   27.797   33.467
  28.805   27.020   33.783
  29.747   27.624   35.144
  26.793   28.537   34.567
  27.075   30.296   34.788
  27.794   29.087   35.919
  29.338   31.334   34.260
  30.688   30.317   33.699
  26.572   28.263   29.985
  28.589   28.755   29.496
  29.951   29.274   29.982
  30.573   28.563   30.759
  30.500   30.432   29.511
  29.923   30.991   28.877
  31.857   30.963   29.746
  32.710   30.135   30.739
  31.710   32.377   30.323
  32.554   30.993   28.353
  34.290   31.578   28.261
  34.486   33.116   29.000
  35.321   30.415   28.988
  34.673   31.709   26.593
  32.901   29.112   30.351
  32.219   30.079   31.734
  33.695   30.613   30.910
  31.124   32.342   31.265
  31.191   33.027   29.592
  32.686   32.836   30.563
  31.956   31.613   27.650
  32.556   29.961   27.942
  28.628   27.723   29.930
  28.577   28.266   27.971
  29.457   27.010   27.871
  28.953   25.930   27.597
  30.803   27.132   28.019
  31.719   26.128   27.784
  33.125   26.675   28.009
  34.074   25.664   27.734
  35.295   25.973   28.374
  36.354   24.949   27.974
  37.530   25.164   28.732
  38.535   25.790   27.964
  39.645   26.248   28.912
  40.764   26.770   28.220
  40.516   28.074   27.731
  41.844   28.811   27.616
  41.637   30.059   27.067
  31.532   25.274   28.472
  31.628   25.780   26.732
  33.294   27.535   27.324
